dataid^title^zonename^housetype^square^direction^remark^subway^taxfree^education^totalprice^perprice^review
SH0000893061^独家房源，业主低价诚售！ 2房2厅2卫，稀缺户型。^万源城逸郡^2室2厅^116平米^南北^古美二手房/低楼层(共15层)/2008年建^^满五年唯一^^530^45369 元/m²^25
SH0000906740^地铁、学区、电梯房！南北户型精装修，自住，急售^丰二小区^2室1厅^60平米^南北^江湾镇二手房/低楼层(共18层)/1992年建^^满五年唯一^^198^32588 元/m²^23
SH0000908048^（婚房装修），（交通便捷），（价格超低）^市光二村^2室1厅^53平米^南北^中原二手房/低楼层(共6层)/1995年建^^满五年唯一^^160^29652 元/m²^25
SH0000899341^房型正气，南北通风，二房朝南厅朝南，房东诚售^三湘世纪花城^3室2厅^126平米^南北^五角场二手房/低楼层(共12层)/2001年建^^满五年唯一^^560^44392 元/m²^30
SH0000901091^正楼王景观房，满五唯一、拎包即住，业主诚意抛售！^九英里^2室1厅^79平米^南北^共康二手房/中楼层(共11层)/2007年建^^满五年唯一^^310^38809 元/m²^28
SH0000894382^南北户型+高区景观房+精装修+采光不挡+配套齐全^杰圣家苑^2室2厅^84平米^南北^高境二手房/高楼层(共18层)/2008年建^^满五年唯一^^310^36635 元/m²^23
SH0000908220^精装两室户（黄金地段）最佳楼层（精装修 拎包入住）^飞虹路1047弄^2室1厅^64平米^南北^周家嘴路二手房/高楼层(共12层)/1990年建^距离8号线鞍山新村站682米^满五年唯一^^240^37360 元/m²^23
SH0000908643^临近地铁钥匙大三房 全明通透空气新鲜^东苑绿世界花园^3室2厅^140平米^南北^古美二手房/低楼层(共12层)/2000年建^距离1号线外环路站621米^满五年唯一^^510^36349 元/m²^23
SH0000888227^徐家汇花园新出房源，房东急卖低价出售，随时方便看房！^徐家汇花园^3室2厅^126平米^南北^徐家汇二手房/低楼层(共8层)/2000年建^距离7号线肇嘉浜路站624米^满五年唯一^^785^62125 元/m²^125
SH0000884919^送2个固定车位！小区中心位置，台湾业主返乡急售！^嘉年别墅^4室2厅^166平米^北^金虹桥二手房/(共0层)/未知年建^距离10号线龙溪路站491米^满五年唯一^^810^48649 元/m²^35
SH0000892260^地方天园位于普陀武宁板块，小区绿化率高，居住舒适。^地方天园^3室2厅^116平米^南北^武宁二手房/低楼层(共29层)/2001年建^距离3号线曹杨路站552米^满五年唯一^武宁路小学^570^49016 元/m²^46
